name,logo,category,address,description,site_web,size,twitter,linkedin,facebook,youtube
Kadisse,https://www.emploitic.com/attachments/company_logo/logo_5027725.jpg,Services,"CITE 94 LOGTS BT 06 LOCAL 23 DRARIA ALGER, Alger, Algérie",,,PME/PMI,,,,
SIMPLIFY-TECHNOLOGY,https://www.emploitic.com/attachments/company_logo/logo_5312562.jpg,"Informatique, Télécom, Internet","Cité EL HANA Villa N° 17 Ouled Fayet - - , Alger, Algérie",,,PME/PMI,,,,
SPA BIORMONE,https://www.emploitic.com/attachments/company_logo/logo_5067603.jpg,Industries,"N°96 ,micro zone d'activité de Staouali , Alge, Alger, Algérie",,,Grande entreprise,,,,
Cosider UEV,https://www.emploitic.com/attachments/company_logo/logo_4948145.jpg,"Fonction publique, Administration","RN 01 Haouch Gazouz, , Birtouta, Alger, Algérie",,,Entreprise publique,,,,
tayal spa,https://www.emploitic.com/attachments/company_logo/logo_5269969.jpg,Services,", Oran, Algérie",,,PME/PMI,,,,
Sarl Jeelo,https://www.emploitic.com/attachments/company_logo/logo_4719377.jpg,"Distribution, Commerce","Birtouta, Alger, Algérie",,http://jeelo-dz.com/,PME/PMI,,,https://www.facebook.com/jeelodz,
GBMEP,https://www.emploitic.com/attachments/company_logo/logo_5174382.jpg,"BTP, Construction, Immobilier","Rue de Blida, 274 Logts Ain el Malha, Gué de Constantine , Alger, Algérie",,,Grande entreprise,,,https://www.facebook.com/GBMEP/posts_to_page/,
Clinique d'Ophtalmologie Les IRIS,https://www.emploitic.com/attachments/company_logo/logo_3963409.jpg,Services,"35, Rue Ali Seghir, Bordj El Kiffan 16120, Alger, Algérie",,,PME/PMI,,,,
Kodemade,https://www.emploitic.com/attachments/company_logo/logo_5156972.jpg,"Informatique, Télécom, Internet","7 rue Chalgrin 75116 , Paris, France","kodemade accompagne startups et grands groupes dans leurs enjeux de transformation digitale. Depuis Paris, le groupe intervient dans les projets IT et Business Intelligence, dans tous les secteurs d'activité.",http://kodemade.com/,Grande entreprise,,https://www.linkedin.com/company/kodemade/about/,,
Petroser,https://www.emploitic.com/attachments/company_logo/logo_5029548.jpg,"Distribution, Commerce","Lot Aissat Idir, 208/209, Chéraga,, Cheraga, Alger, Algérie",,,Grande entreprise,,,,
Sarl idéal céramique,https://www.emploitic.com/attachments/company_logo/logo_5275628.jpg,Industries,"Sétif, Algérie",Matériaux de construction,,Grande entreprise,,,,
Cevital MTP,https://www.emploitic.com/attachments/company_logo/logo_5010205.jpg,Services,"165 lot Mohamed Saidoune,Kouba ,Alger, Algérie",Location Matériel Travaux Publics / Location de Véhicules /Transport de Marchandises & Transport du Personnel,,Grande entreprise,,,,
Hr Ideas Consulting,https://www.emploitic.com/attachments/company_logo/logo_4096915.jpg,"BTP, Construction, Immobilier",", Birkhadem, Alger, Algérie",,,Grande entreprise,,,,
BATIMATEC EXPO SPA,https://www.emploitic.com/attachments/company_logo/logo_4692455.jpg,Services,"71, Chemin des Crêtes. Draria, Alger, Algérie",,,Grande entreprise,,,,
SARL Lux Action,https://www.emploitic.com/attachments/company_logo/logo_5187398.jpg,Industries,"Zone Draa El Aze Hammedi Boumerdes , Algérie",,,Grande entreprise,,,,
Bee Solutions,https://www.emploitic.com/attachments/company_logo/logo_5301449.jpg,Services,"Birkhadem - , Alger, Algérie",,,PME/PMI,,,,
Société Nationale des Travaux publics SNTP,https://www.emploitic.com/attachments/company_logo/logo_4394371.jpg,"BTP, Construction, Immobilier","Route Nationale N° 5 El Hamiz Bordj El Kiffan -, Alger, Algérie","société nationale de travaux publicsLa Société Nationale des Travaux Publics a été créée en 1977 dans l’optique de faire émerger une nouvelle offre dans le marché local. Celle-ci repose sur des équipements performants et une main d’œuvre compétente, incarnant une force capable d’assumer des projets ambitieux pour reconstruire et donner un nouvel élan au pays. Depuis, l’entreprise nationale a procédé à d’importantes réformes pour augmenter sa production et avoir un meilleur rendu qualitatif. Sa politique entrepreneuriale étant basée sur la spécialisation, le renouveau et la persévérance, elle représente aujourd’hui un modèle économique stable, efficace et exemplaire.",http://www.sntp.dz/#,Entreprise publique,,,https://web.facebook.com/SNTP-386312545287861/?ref=br_rs&_rdc=1&_rdr,
Tour Radar,https://www.emploitic.com/attachments/company_logo/logo_4719915.jpg,Services,"13 rue Reda Houhou - Sidi M'Hamed - , Alger, Algérie","نحن وكالة خدمات الدراسة في الخارج،
خدمات تسويق التعليم، خدمات دراسة
اللغة في الخارج، خدمات التاشيرة،
خدمات الهجرة، خدمات سفر ورحلات،
تذاكر، فنادق",http://tourradar-dz.com/,PME/PMI,,,https://web.facebook.com/tourradardz,
UMAITEK,https://www.emploitic.com/attachments/company_logo/logo_3827615.jpg,"Informatique, Télécom, Internet","Cité Pons Villa، N°178 Jolie Vue 2، Kouba 16050 , Alger, Algérie",,http://www.umaitek.dz/,Grande entreprise,,,,
BFM cuisines & mobilier,https://www.emploitic.com/attachments/company_logo/logo_3779396.jpg,Industries,"zone d'activité les verges, 02000 chlef , Chlef, Algérie",,,Entreprise publique,,,https://m.facebook.com/bfmeuble02,
HARBIN EL DJAZAIR,https://www.emploitic.com/attachments/company_logo/logo_4548289.jpg,"Informatique, Télécom, Internet","Cité Said Hamdine Houch mustapha N°03A section 04 ilot 286 Birmourad rais , Alger, Algérie","HARBIN, une startup à l’ADN hors du commun
L’humain au service de l’humain

Équité, liberté, transparence, choix sont nos valeurs, Harbin est une place de marché qui connecte simplement les gens, quels que soient leurs besoins en matière de transport, à ceux qui peuvent y répondre, directement sans aucune commission. Nous pensons que l'humain doit être au centre de tout processus, garantissant ainsi une totale indépendance de l'utilisateur et une répartition équitable des richesses.

Pour nos besoins de développement national et international nous recrutons :

Pourquoi nous rejoindre :

Véritable challenge international où votre contribution sera visible
Parallèle de croissance entre notre entreprise et vous
Acteur de changements dans le secteur de la mobilité
Tous les adjectifs/noms utilisés se conjuguent parfaitement au féminin !",https://harbineldjazair.com/,PME/PMI,,,https://www.facebook.com/HarbinElDjazair/,
SARL HIGH TECH MOBILE,https://www.emploitic.com/attachments/company_logo/logo_5000229.jpg,"Distribution, Commerce",", Oran, Algérie",,,Multinationale,,,,
Cevital Entreprises,https://www.emploitic.com/attachments/company_logo/logo_5010204.jpg,"BTP, Construction, Immobilier","BP 44, Mezloug, Sétif,, Setif, Algérie","CEVITAL ENTRERPISES est une filiale du groupe cevital de droit algérien, créée en 2007 par la volonté du groupe cevital. En première phase, sa vocation est dédiée exclusivement à la construction des projets propre au groupe, qui sont les plates formes logistiques, centre commerciaux, bâtiments industriel…etc.",http://www.cevitalentreprises.dz/index.php/fr/,Grande entreprise,,,,
GC Consulting,https://www.emploitic.com/attachments/company_logo/logo_5010202.jpg,Services,"Ilot D n°6 ZHUN, Garidi II, Kouba-,, Alger, Algérie",,,PME/PMI,,,,
Ets Trivia,https://www.emploitic.com/attachments/company_logo/logo_3877230.jpg,"Distribution, Commerce","Oran, Algérie",,,PME/PMI,,,,
Immo Media,https://www.emploitic.com/attachments/company_logo/logo_5201968.jpg,"Informatique, Télécom, Internet",", Alger, Algérie",Agence proposant des services de développement web et des accompagnements en marketing digital.,,PME/PMI,,https://www.linkedin.com/company/immo-media/mycompany/?viewAsMember=true,,
Eurl Landis IMPORT EXPORT,https://www.emploitic.com/attachments/company_logo/logo_4795261.jpg,"Distribution, Commerce","Cité Novion Lot N° 121 Ave Pasteur Local A, Kouba 16050, Alger, Algérie",,,Grande entreprise,,,,
PROFAM,https://www.emploitic.com/attachments/company_logo/logo_5048748.jpg,Industries,"Alger, Alger Centre, Alger, Algérie",,,Grande entreprise,,,,
Alpha Diagnostic,https://www.emploitic.com/attachments/company_logo/logo_.jpg,Services,"03 Route de Souidania, Lotissement 571 Lot N° 57 section 03, Ouled Fayet, Alger, Algérie",,,PME/PMI,,,,
SARL NARIPLAST,https://www.emploitic.com/attachments/company_logo/logo_.jpg,"Informatique, Télécom, Internet","Alger, Algérie",,,PME/PMI,,,,
Evcon,https://www.emploitic.com/attachments/company_logo/logo_5010201.jpg,"Informatique, Télécom, Internet","Ilot D n°6 ZHUN, Garidi II,Kouba-Alger, , Algérie",,,Grande entreprise,,,,
Higher Institute Of Sciences HIS,https://www.emploitic.com/attachments/company_logo/logo_5107261.jpg,Services,"Bordj El Kiffan,, Alger, Algérie","Spécialisations : 
-Licence : Information Systems, Economy &
Business Management, Education Sciences, Communication & PR, Media, Law, Political sciences 
-Master:
Data Engineering, MBA, Business Law, Orientations and Guidance
-Corporate Training
-IRAcademy: language centre and study abroad preparation",https://www.his.edu.dz/,PME/PMI,,https://www.linkedin.com/company/irauniversity/,https://www.facebook.com/HISuniversity,
SARL ABM,https://www.emploitic.com/attachments/company_logo/logo_5191008.jpg,"Distribution, Commerce","Lot N07 Groupement 56, ZA de Baba Ali, Commune de Birtouta, W , Alger, Algérie","ABM est une société à responsabilité limite, crée en 2015, nous
sommes spécialisées dans la distribution des produits
pharmaceutiques et parapharmaceutiques, la qualité de nos services et
l’efficacité de notre réseau de distribution, nous ont permis de
bâtir une relation de confiance avec nos clients pharmaciens et nos
partenaires. Notre objectif, grâce à la qualité de ses services, et
l’expérience de son staff de devenir le partenaire privilégié des
professionnels de la santé",https://www.abmpharm.net/,Grande entreprise,,,https://www.facebook.com/SARL-ABM-104433221319547/,
Sarl CASA CONCEPT,https://www.emploitic.com/attachments/company_logo/logo_5301521.jpg,"BTP, Construction, Immobilier","Boumerdès, Boumerdes, Algérie",,,PME/PMI,,,,
VETAM SANTE ET NUTRITION ANIMAL,https://www.emploitic.com/attachments/company_logo/logo_4901949.jpg,"Distribution, Commerce","Mechatat bourioune section 4 groupe prioritaire 88 bazar sakra el Eulma 19600 , Setif, Algérie","Vetam Santé et nutrition est une firme algérienne spécialisée dans :
-La fabrication de pré-mélanges essentiels à la nutrition animale.
-L’importation et commercialisation de médicaments vétérinaires et d’additifs alimentaires.",http://www.vetam.dz/,Grande entreprise,,https://www.linkedin.com/company/vetam?originalSubdomain=fr,https://web.facebook.com/vetamsanteetnutritionanimale,
Cabinet Bey Lotfi,https://www.emploitic.com/attachments/company_logo/logo_4960742.jpg,"Banque, Assurance, Finance","05 Rue Khaiti et rue Hadjeri Ahmed N°02 Staoueli- , Alger, Algérie",,,PME/PMI,,,,
Clinique Ennour,https://www.emploitic.com/attachments/company_logo/logo_5294983.jpg,Services,"19 Rue des Fréres Boukhari, El Madania 16075, Alger, Algérie","Notre clinique Médico Chirurgicale est un établissement de santé,
elle offre des prestations variées, un panel qui met à la
disposition des patients une diversification médicale de qualité,
disposant d'équipements de dernière technologie de pointe, elle
comprend les consultations de différentes spécialités, un
département d'imagerie médicale, un laboratoire et des blocs
opératoires pour la chirurgie générale, le tout au service du
patient.",https://clinique-ennour.com/,PME/PMI,,https://www.linkedin.com/company/68554866/admin/,,
SARL AXINNOV SOLUTIONS,https://www.emploitic.com/attachments/company_logo/logo_4736493.jpg,"Informatique, Télécom, Internet","Sidi Yahia - , Alger, Algérie","Axinnov Solutions est une équipe de passionnés spécialisée dans le domaine de la transformation digitale située à Birkhadem, Alger, Algérie
On offre une panoplie de services à nos clients, on les accompagne dans leurs projets de transformation digitales en se basant principalement sur notre propre Expertise et notre force de conseille et notre riche levier de partenaires dans ce domaine.
Notre premier objectif est d'aider nos clients dans leurs projets de transformation digitale en alignant leurs besoins avec leurs capacité IT et en s’appuyant sur des technologies innovantes tel que : ECM-GED la gestion électronique des documents et contenu des entreprises, La RPA l'automatisation des tâches répétitives, BPM La gestion et l’automatisation des processus métiers, L’ IA l'intelligence artificielle et ML machine Learning afin d’arriver à délivrer des solutions pertinentes sophistiquées et orienté processus afin d’améliorer la productivité, éliminer les erreurs et automatiser les tâches manuelles au sein de son organisation afin d’arriver à l’excellence opérationnelle et fonctionnelle.",https://www.linkedin.com/redir/redirect?url=https%3A%2F%2Faxinnov-dz%2Ecom&urlhash=u-Ve&trk=about_website,PME/PMI,,https://www.linkedin.com/company/axinnov-solutions/,,
ARAB METALS SPA,https://www.emploitic.com/attachments/company_logo/logo_4676044.jpg,Industries,"Z.I Oued Harbil, 26130, Medea, Algérie",,,Grande entreprise,,,,
GW électrique,https://www.emploitic.com/attachments/company_logo/logo_3460523.jpg,"BTP, Construction, Immobilier","50, Rue Hassiba Ben Bouali, Grp Proprietè N° 149, Lot N° 02, Centre 16001, Alger, Algérie",,,PME/PMI,,,,
SOCIETE ALGERIENNE DE BLANCHISSERIE SAB,https://www.emploitic.com/attachments/company_logo/logo_5119498.jpg,Industries,"alger, Alger, Algérie",,,PME/PMI,,,https://www.facebook.com/people/SAB-Soci%C3%A9t%C3%A9-Alg%C3%A9rienne-de-Blanchisserie/100063818173362/,
